Driver,Kart,Tires,Glider,Weight,Acceleration,On-Road Traction,Off-Road Traction,Mini Turbo,Ground Speed,Water Speed,Anti-Gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-Gravity Handling,Air Handling,key
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",2.75,3.25,2.5,4,3,3.25,3,2.75,2.75,4,4,3.75,4.25,2.753.252.5433.2532.752.753.2543.754.25
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,4.25,1.5,3.75,4.5,2.25,3,2.25,3,4.75,4.5,4.5,5,1.54.251.53.754.52.2532.2532.254.54.55
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4.25,1.75,3.5,4.5,2.25,2.75,2.25,3,4.75,4.75,4.25,5,1.754.251.753.54.52.252.752.2532.254.754.255
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",1.75,4,1.5,3.75,4.25,2.5,3,2,3.25,4.75,4.5,4.5,4.75,1.7541.53.754.252.5323.252.54.54.54.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2,4,1.75,3.5,4.25,2.5,2.75,2.25,3.25,4.75,4.75,4.25,4.75,241.753.54.252.52.752.253.252.54.754.254.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3,2.5,2.75,3,3.25,2.25,3.25,2.25,4.25,3.5,4,4.25,2.2532.52.7533.252.253.252.253.253.544.25
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3,2.75,2.5,3,3.25,2,3.25,2.25,4.25,3.75,3.75,4.25,2.532.752.533.2523.252.253.253.753.754.25
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2.5,2.75,2.5,2.75,2.75,3.5,2.25,3,2.5,4.25,3.5,4,4,2.52.752.52.752.753.52.2532.53.53.544
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",2.75,2.75,2.75,2.5,2.75,3.5,2,3.25,2.5,4.25,3.75,3.75,4,2.752.752.752.52.753.523.252.53.53.753.754
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,3.25,2.5,3,3.5,3,2.75,3.25,2.75,4.75,4.5,4.25,5,23.252.533.532.753.252.7534.54.255
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,3.25,2.75,2.75,3.5,3,2.5,3.25,2.75,4.75,4.75,4,5,2.253.252.752.753.532.53.252.7534.7545
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.25,3,2.5,3,3.25,3.25,2.75,3,3,4.75,4.5,4.25,4.75,2.2532.533.253.252.75333.254.54.254.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2.5,3,2.75,2.75,3.25,3.25,2.5,3.25,3,4.75,4.75,4,4.75,2.532.752.753.253.252.53.2533.254.7544.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,3.75,2,4.25,4,2.5,2.5,2.5,3.25,4.25,3.75,4,4.75,1.753.7524.2542.52.52.53.252.53.7544.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,3.75,2.25,4,4,2.5,2.25,2.5,3.25,4.25,4,3.75,4.75,23.752.25442.52.252.53.252.543.754.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2,3.5,2,4.25,3.75,2.75,2.5,2.25,3.5,4.25,3.75,4,4.5,23.524.253.752.752.52.253.52.753.7544.5
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.25,3.5,2.25,4,3.75,2.75,2.25,2.5,3.5,4.25,4,3.75,4.5,2.253.52.2543.752.752.252.53.52.7543.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,3.75,2,4,3.75,2.75,3,2.75,3,4.5,4.25,4.25,4.75,23.75243.752.7532.7532.754.254.254.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,3.75,2.25,3.75,3.75,2.75,2.75,2.75,3,4.5,4.5,4,4.75,2.253.752.253.753.752.752.752.7532.754.544.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.25,3.5,2,4,3.5,3,3,2.5,3.25,4.5,4.25,4.25,4.5,2.253.5243.5332.53.2534.254.254.5
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2.5,3.5,2.25,3.75,3.5,3,2.75,2.75,3.25,4.5,4.5,4,4.5,2.53.52.253.753.532.752.753.2534.544.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4,1.75,3,4.25,2.5,2.5,2.75,2.75,4.5,4,4.75,4.25,1.7541.7534.252.52.52.752.752.544.754.25
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4,2,2.75,4.25,2.5,2.25,2.75,2.75,4.5,4.25,4.5,4.25,2422.754.252.52.252.752.752.54.254.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",2,3.75,1.75,3,4,2.75,2.5,2.5,3,4.5,4,4.75,4,23.751.75342.752.52.532.7544.754
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2.25,3.75,2,2.75,4,2.75,2.25,2.75,3,4.5,4.25,4.5,4,2.253.7522.7542.752.252.7532.754.254.54
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.75,1.75,2.75,3,3.25,2.75,2.5,2.75,4.25,3.75,4,3.75,2.752.751.752.7533.252.752.52.753.253.7543.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,2,2.5,3,3.25,2.5,2.5,2.75,4.25,4,3.75,3.75,32.7522.533.252.52.52.753.2543.753.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",3,2.5,1.75,2.75,2.75,3.5,2.75,2.25,3,4.25,3.75,4,3.5,32.51.752.752.753.52.752.2533.53.7543.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3.25,2.5,2,2.5,2.75,3.5,2.5,2.5,3,4.25,4,3.75,3.5,3.252.522.52.753.52.52.533.543.753.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.25,2.25,4,3.5,2.75,2.5,2.75,2.5,3.75,3.5,3.75,4,2.753.252.2543.52.752.52.752.52.753.53.754
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3.25,2.5,3.75,3.5,2.75,2.25,2.75,2.5,3.75,3.75,3.5,4,33.252.53.753.52.752.252.752.52.753.753.54
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",3,3,2.25,4,3.25,3,2.5,2.5,2.75,3.75,3.5,3.75,3.75,332.2543.2532.52.52.7533.53.753.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3.25,3,2.5,3.75,3.25,3,2.25,2.75,2.75,3.75,3.75,3.5,3.75,3.2532.53.753.2532.252.752.7533.753.53.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.5,2.25,3.75,3.25,3,3,2.75,2.5,4,3.5,4.25,4.25,2.53.52.253.753.25332.752.533.54.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.5,2.5,3.5,3.25,3,2.75,2.75,2.5,4,3.75,4,4.25,2.753.52.53.53.2532.752.752.533.7544.25
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,3.25,2.25,3.75,3,3.25,3,2.5,2.75,4,3.5,4.25,4,2.753.252.253.7533.2532.52.753.253.54.254
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",3,3.25,2.5,3.5,3,3.25,2.75,2.75,2.75,4,3.75,4,4,33.252.53.533.252.752.752.753.253.7544
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4.25,1.5,3.25,4.5,2.25,2.75,2.25,3,4.75,4.25,4.75,4.75,1.754.251.53.254.52.252.752.2532.254.254.754.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4.25,1.75,3,4.5,2.25,2.5,2.25,3,4.75,4.5,4.5,4.75,24.251.7534.52.252.52.2532.254.54.54.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",2,4,1.5,3.25,4.25,2.5,2.75,2,3.25,4.75,4.25,4.75,4.5,241.53.254.252.52.7523.252.54.254.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2.25,4,1.75,3,4.25,2.5,2.5,2.25,3.25,4.75,4.5,4.5,4.5,2.2541.7534.252.52.52.253.252.54.54.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3,2.5,2.25,3,3.25,2,3.25,2.25,4.25,3.25,4.25,4,2.532.52.2533.2523.252.253.253.254.254
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3,2.75,2,3,3.25,1.75,3.25,2.25,4.25,3.5,4,4,2.7532.75233.251.753.252.253.253.544
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2.75,2.75,2.5,2.25,2.75,3.5,2,3,2.5,4.25,3.25,4.25,3.75,2.752.752.52.252.753.5232.53.53.254.253.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",3,2.75,2.75,2,2.75,3.5,1.75,3.25,2.5,4.25,3.5,4,3.75,32.752.7522.753.51.753.252.53.53.543.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.25,2.5,2.5,3.5,3,2.5,3.25,2.75,4.75,4.25,4.5,4.75,2.253.252.52.53.532.53.252.7534.254.54.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.25,2.75,2.25,3.5,3,2.25,3.25,2.75,4.75,4.5,4.25,4.75,2.53.252.752.253.532.253.252.7534.54.254.75
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.5,3,2.5,2.5,3.25,3.25,2.5,3,3,4.75,4.25,4.5,4.5,2.532.52.53.253.252.5333.254.254.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2.75,3,2.75,2.25,3.25,3.25,2.25,3.25,3,4.75,4.5,4.25,4.5,2.7532.752.253.253.252.253.2533.254.54.254.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,3.75,2,3.75,4,2.5,2.25,2.5,3.25,4.25,3.5,4.25,4.5,23.7523.7542.52.252.53.252.53.54.254.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,3.75,2.25,3.5,4,2.5,2,2.5,3.25,4.25,3.75,4,4.5,2.253.752.253.542.522.53.252.53.7544.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2.25,3.5,2,3.75,3.75,2.75,2.25,2.25,3.5,4.25,3.5,4.25,4.25,2.253.523.753.752.752.252.253.52.753.54.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.5,3.5,2.25,3.5,3.75,2.75,2,2.5,3.5,4.25,3.75,4,4.25,2.53.52.253.53.752.7522.53.52.753.7544.25
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.75,2,3.5,3.75,2.75,2.75,2.75,3,4.5,4,4.5,4.5,2.253.7523.53.752.752.752.7532.7544.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.75,2.25,3.25,3.75,2.75,2.5,2.75,3,4.5,4.25,4.25,4.5,2.53.752.253.253.752.752.52.7532.754.254.254.5
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.5,3.5,2,3.5,3.5,3,2.75,2.5,3.25,4.5,4,4.5,4.25,2.53.523.53.532.752.53.25344.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Sneeker, Gold Standard, Master Cycle","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2.75,3.5,2.25,3.25,3.5,3,2.5,2.75,3.25,4.5,4.25,4.25,4.25,2.753.52.253.253.532.52.753.2534.254.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,4.75,2.25,4.25,4.75,2,2.5,3,2.75,4.75,4.25,5,4.5,1.54.752.254.254.7522.532.7524.2554.5
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4.75,2.5,4,4.75,2,2.25,3,2.75,4.75,4.5,4.75,4.5,1.754.752.544.7522.2532.7524.54.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1.75,4.5,2.25,4.25,4.5,2.25,2.5,2.75,3,4.75,4.25,5,4.25,1.754.52.254.254.52.252.52.7532.254.2554.25
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2,4.5,2.5,4,4.5,2.25,2.25,3,3,4.75,4.5,4.75,4.25,24.52.544.52.252.25332.254.54.754.25
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.5,2.25,4,3.5,2.75,2.75,2.75,2.75,4.5,4,4.25,4,2.53.52.2543.52.752.752.752.752.7544.254
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.5,2.5,3.75,3.5,2.75,2.5,2.75,2.75,4.5,4.25,4,4,2.753.52.53.753.52.752.52.752.752.754.2544
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,3.25,2.25,4,3.25,3,2.75,2.5,3,4.5,4,4.25,3.75,2.753.252.2543.2532.752.53344.253.75
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3,3.25,2.5,3.75,3.25,3,2.5,2.75,3,4.5,4.25,4,3.75,33.252.53.753.2532.52.75334.2543.75
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,4,2.75,5.25,4,2.25,2.5,3,2.5,4,3.75,4,4.25,2.542.755.2542.252.532.52.253.7544.25
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,4,3,5,4,2.25,2.25,3,2.5,4,4,3.75,4.25,2.7543542.252.2532.52.2543.754.25
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",2.75,3.75,2.75,5.25,3.75,2.5,2.5,2.75,2.75,4,3.75,4,4,2.753.752.755.253.752.52.52.752.752.53.7544
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3,3.75,3,5,3.75,2.5,2.25,3,2.75,4,4,3.75,4,33.75353.752.52.2532.752.543.754
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,4.25,2.75,5,3.75,2.5,3,3,2.5,4.25,3.75,4.5,4.5,2.254.252.7553.752.5332.52.53.754.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,4.25,3,4.75,3.75,2.5,2.75,3,2.5,4.25,4,4.25,4.5,2.54.2534.753.752.52.7532.52.544.254.5
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",2.5,4,2.75,5,3.5,2.75,3,2.75,2.75,4.25,3.75,4.5,4.25,2.542.7553.52.7532.752.752.753.754.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",2.75,4,3,4.75,3.5,2.75,2.75,3,2.75,4.25,4,4.25,4.25,2.75434.753.52.752.7532.752.7544.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,5,2,4.5,5,1.75,2.75,2.5,3,5,4.5,5,5,1.5524.551.752.752.531.754.555
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,5,2.25,4.25,5,1.75,2.5,2.5,3,5,4.75,4.75,5,1.7552.254.2551.752.52.531.754.754.755
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",1.75,4.75,2,4.5,4.75,2,2.75,2.25,3.25,5,4.5,5,4.75,1.754.7524.54.7522.752.253.2524.554.75
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2,4.75,2.25,4.25,4.75,2,2.5,2.5,3.25,5,4.75,4.75,4.75,24.752.254.254.7522.52.53.2524.754.754.75
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.75,3,3.5,3.5,2.75,2,3.5,2.25,4.5,3.5,4.5,4.25,2.253.7533.53.52.7523.52.252.753.54.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.75,3.25,3.25,3.5,2.75,1.75,3.5,2.25,4.5,3.75,4.25,4.25,2.53.753.253.253.52.751.753.52.252.753.754.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2.5,3.5,3,3.5,3.25,3,2,3.25,2.5,4.5,3.5,4.5,4,2.53.533.53.25323.252.533.54.54
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",2.75,3.5,3.25,3.25,3.25,3,1.75,3.5,2.5,4.5,3.75,4.25,4,2.753.53.253.253.2531.753.52.533.754.254
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4,3,3.75,4,2.5,2.5,3.5,2.75,5,4.5,4.75,5,2433.7542.52.53.52.752.54.54.755
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4,3.25,3.5,4,2.5,2.25,3.5,2.75,5,4.75,4.5,5,2.2543.253.542.52.253.52.752.54.754.55
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.25,3.75,3,3.75,3.75,2.75,2.5,3.25,3,5,4.5,4.75,4.75,2.253.7533.753.752.752.53.2532.754.54.754.75
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2.5,3.75,3.25,3.5,3.75,2.75,2.25,3.5,3,5,4.75,4.5,4.75,2.53.753.253.53.752.752.253.532.754.754.54.75
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4.5,2.5,5,4.5,2,2.25,2.75,3.25,4.5,3.75,4.5,4.75,1.754.52.554.522.252.753.2523.754.54.75
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4.5,2.75,4.75,4.5,2,2,2.75,3.25,4.5,4,4.25,4.75,24.52.754.754.5222.753.25244.254.75
"Koopa Troopa, Lakitu, Bowser Jr","Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2,4.25,2.5,5,4.25,2.25,2.25,2.5,3.5,4.5,3.75,4.5,4.5,24.252.554.252.252.252.53.52.253.754.54.5
